id	type	x	b	v
ocm40688589 	Colophon	['Transcription : J. S. Hughes, Printer, 66, Paternoster Row, London.']		
ocm40688589 	Preface	['Transcription : It is not the hope of acquiring literary fame that has urged me to publish the following pages.']	['Preface.']	
ocm06756321 	Preface	"['The heading """"Preface"""" is followed by the subheading transcribed above and is separated by markings.""']"	['Preface. To those readers who may not have perused the preceding volumes of the expedition of Humphry Clinker.']	
ocm13313695 	Dedication	"[""To His Grace The Duke of Bedford, (the present proprietor of Fitz-ford), these volumes are, by permission, dedicated, as a mark of the sincere respect, of his grace\\'s most obliged, and very faithful servant, the author.""]"	['To His Grace The Duke of Bedford,']	['v.1']
ocm13313695 	Introduction	['It has of late been much the custom with writers who raise a superstructure of fiction on a foundation of truth, to pretend that, for the narrative they lay before the public, they are indebted to some lucky chance; such as finding a manuscript in an old chest, or amongst family papers in an ancient castle.']	['The Fitz of Fitz-ford --- Introduction.']	['v.1']
ocm13313695 	Colophon		['London : Printed by J. L. Cox, Great Queen Street.']	['v.1', 'v.2', 'v.3']
ocm13313695 	Footnote	['The late Mr. Bray of Tavistock planted above twenty thousand trees on Bair-down, near the river Cowsie, on Dartmoor. (v.1, p.26)']		['v.1']
ocm13313695 	Footnote	['The crook here alluded to is peculiar to Devon. (v.1, p.25)']		['v.1']
ocm13313695 	Footnote	['The silver mines of Devon were once celebrated, and of such profit that they greatly assisted Edward III. (v.1, p.30)']		['v.1']
ocm13313695 	Footnote	['This comparison was made by the Rev. E. A. Bray, in his MS. survey of the western limits of Dartmoor, in 1810, when , in company with a friend, he managed to ascend to the very summit of Vixen Tor[...] (v.1, p.37)']		['v.1']
ocm13313695 	Footnote	['Edward A. Bray (v.1, p.226)']		['v.1']
ocm13313695 	Footnote	"[""For this modern version of Mike\\'s ballad we are indebted also to Edward A. Bray (v.1, p.253)""]"		['v.1']
ocm13313695 	Footnote	"[""We likewise owe this version of John Fitz\\'s song to Edward A. Bray (v.1, p.258)""]"		['v.1']
ocm13313695 	Footnote	"[""See the beautiful episode of the Loves of the Walla and the Tavy, in Browne\\'s \\'Britannia\\'s Pastorals\\'. (v.2, p.23)""]"		['v.2']
ocm13313695 	Footnote	['Under the gateway of the abbey of Tavistock, at present inclosed within the gardens of the vicarage. (v.2, p.25)']		['v.2']
ocm13313695 	Footnote	['When the tin is stamped, or as it is caled, coined, it is considered good;[...] (v.2, p.50)']		['v.2']
ocm13313695 	Footnote	['Bells were often muffled, so as to give them a dead sound, at the execution of pirates. (v.2, p.59)']		['v.2']
ocm13313695 	Footnote	['It was formerly the fashion for all persons to be let blood on May-day. (v.3, p.10) ']		['v.3']
ocm13313695 	Footnote	['Though this entrance to the subterranean cavern at Lidford no longer exists, the tradition of it, and of the cavern, is still current. (v.3, p.188) ']		['v.3']
ocm13313695 	Footnote	['Footnote is a transcription of an epitaph in Latin. (v.3, p.289) ']		['v.3']
ocm40733633 	To the reader	['Transcription : To the young ladies, of United Columbia, these volumes, intended to represent the specious causes, and to expose the fatal consequences, of seduction; to inspire the female mind with a principle of self complacency, and to promote the economy of human life, are inscribed, with esteem and sincerity, by their friend and humble servant, the author. Boston, Jan. 1789.']		['v.1']
ocm40733633 	Preface	['Transcription : Novels have ever met with a ready reception into the libraries of the ladies, but this species of writing hath not been received with universal approbation : futility is not the only charge against it.']	['Preface.']	['v.1']
ocm40733633 	Footnotes	['Footnote spans four pages and contains a poem.', 'Transcription p. 50-53 : This young lady was of a reputable family in Connecticut. In her youth she was admired for her beauty and good sense.']		['v.1']
ocm40733633 	Footnotes	['Transcription p. 113 : See letter XX.']		['v.1']
ocm02861722 	Preface	['In the following pages, an attempt is made to amuse; with what success, the author has no means of judging.']	['Preface.']	['v.1']
ocm02861722 	Footnote	['Footnotes throughout.', 'Mo cuilean ghaolach.--Gaelic (pg.265)']		['v.2']
ocm02861722 	Footnote	"['Footnotes throughout.', 'Is fuar gaoth nan coimheach. (Pg. 15)', 'A common term of endearment--literally, """"calf of my heart."""" (Pg. 16)', 'Low spirited. (Pg. 18)""']"		['v.3']
ocm02861722 	Note	"['Note A, page 16. """"Elfin arrow."""" [...]', 'Footnotes throughout v.2 and 3 lead the reader to the Notes in the back of v. 3 where certain terms are clarified in great length.""']"	['Notes.']	['v.3']
ocm02861722 	Colophon	['Printed by George Ramsay & Co. Edinburgh, 1814.']		['v.1', 'v.2', 'v.3']
ocm06536542 	Advertisement	['Transcription : In presenting to the public another edition of Self-Control, the author gratefully acknowledges the indulgence which her first literary attempt has been received.']	['Advertisement.']	['v.1']
ocm06536542 	Dedication	['Transcription : To Miss Joanna Baillie, in testimony of high respect and unfeigned admiration, these volumes are again inscribed by the author.']		['v.1']
ocm06536542 	Colophon	['Transcription : Printed by G. Ramsay & Co. Edinburgh, 1811.']		['v.1', 'v.2', 'v.3']
ocm06536542 	Footnote	"[""Transcription : See Jamieson\\'s Popular Ballads, Vol.ii p. 558. (Pg. 35)""]"		['v.2']
ocm06536542 	Footnote	['Transcription : Coelebs, Vol. II. p. 100. 10th Edit. (Pg. vi)']		['v.1']
ocn486073979	Advertisement	"['The publisher of this work thinks it proper to state that Miss Burney is not the author of a novel called """"Seraphina,"""" published in the year 1809, under the assumed name of Caroline Burney.""']"	['Advertisement.']	['v.1']
ocn486073979	Footnote	['Page 167 : Falstaff, in King Henry IV.', 'By William Shakespeare']		['v.1']
ocn486073979	Footnote	['Page 54 : This wretched man ran a sword through his body in despair at the above disappointment.', 'Note clarifies a reference made in the text.']		['v.4']
ocn486073979	Footnote	['Page 148 : He was assassinated in his 36th year, by Felton, a lieutenant in the army.', 'Note clarifies a reference made in the text.']		['v.5']
ocn486073979	Colophon	['Printed by J. Dennett, Leather Lane, London.']		['v.1', 'v.2']
ocn486073979	Colophon	"[""Printed by Cox and Baylis, Great Queen Street, Lincoln\\'s-Inn-Fields.""]"		['v.3', 'v.4']
ocn486073979	Colophon	['London : printed by Schulze and Dean, no. 13, Poland-Street, Oxford-Street.']		['v.5']
ocm52981134 	Advertisement	"['Transcription : The publisher of this work thinks it proper to state that Miss Burney is not the author of a novel called """"Seraphina,"""" published in the year 1809, under the assumed name of Caroline Burney.""']"	['Advertisement.']	['v.1']
ocm52981134 	Colophon	['Transcription : Printed by J. Dennett, Leather Lane, London.']		['v.1', 'v.2']
ocm52981134 	Colophon	"[""Transcription : Printed by Cox and Baylis, Great Queen Street, Lincoln\\'s-Inn-Fields.""]"		['v.3', 'v.4']
ocm52981134 	Colophon	['Transcription : London : Printed by Schulze and Dean, no. 13, Poland-Street, Oxford Street.']		['v.5']
ocm52981134 	Footnote	['Transcription p. 167 : Falstaff, in King Henry IV.', 'Footnote appears to be citing a quote made by a character in the novel to a Shakespeare play.']		['v.1']
ocm52981134 	Footnote	"[""Transcription p. 148 : He was assassinated in his 36th year, by Felton, a lieutenant in the army. His son, the author of the Rehearsal, has been delineated, under the name of Zimri, in Dryden\\'s Absalom and Achitophel; and Pope, in his Moral Essays, Epistle III, has drawn a most impressive of his obscure decease."", 'Footnote refers to the Duke of Buckingham.']"		['v.5']
ocm52981134 	Footnote	['Various other footnotes throughout the text provide citations for quotes or references.']		['v.1', 'v.2', 'v.3', 'v.4', 'v.5']
