id	leader	orig language (base)	author name	author dates	author transcribed	title catalog	title full	title half	title series	vols	edition transcribed	edition controlled	pub date	pub date transcribed	pub location	pub	pub transcribed	printer	bookseller	pub notes	format	illustrations	pub cataloger notes	para:preface	para:dedication	para:advertisement	para:to the reader	para:intro	para:note	para:other	para:footnotes	epigraph source transcribed	narrative form primary	narrative form secondary	subscriber list	inscription	marginalia	author claim	author claim type	author gender claim	author gender	advertisement genres	title words:other works	title words:singular nouns	title words:place names	holding institution	cataloger initials	cataloger institution
430719	07483cam a2200721 i 4500	eng				The new novelist, or, Entertaining chronicle : containing the works of the most eminent authors, admired for their literary productions.	The new novelist; or, entertaining chronicle. Containing the works of the most eminent authors, admired for their literary production.			1			1795	[1795?]	York		Printed by and for G. Walker, Minerva Press, Coffee-Yard	['G. Walker', 'G. Walker']			Octavo	Ill. (frontispiece)	['Printed in double columns.']							true	Footnotes on pages 18 and 394.	['', 'Shenstone']		['First-person', 'Letters', 'Third-person']				Author (text)	Generic/Descriptive	Indeterminate				['Novelist', 'Chronicle', 'Work', 'Author', 'Production']			SCE	Swarthmore College
430720	04268cam a2200649 a 4500	fre	Liomin, Louis-Augustin	fl. 1792.	translated from the French of M. Liomin.	The shepherdess of Aranville : a romance / translated from the French of M. Liomin.	The shepherdess of Aranville: a romance.  Translated from the French of M. Liomin.  And dedicated by permission to her Royal Highness the Duchess of York.	The shepherdess of Aranville: a romance.		1			1794	M,DCC,XCIV. (1794)	London	['J. Adlard', 'Adlard, James,']	Printed by J. Adlard, no. 39, Duke-Street, West Smithfield: and sold by Owen, no. 168, and Mason, no. 169, Piccadilly; and Parsons, no. 21, Paternoster-Row		['Owen', 'Mason', 'Parsons', 'Owen', 'Mason', 'Parsons']		Duodecimo		["Translation of: La bergère d'Aranville."]		Transcription of the first sentence: "Madam, It would be doing injustice to the taste and judgment of your Royal Highness, were I not to acknowledge, that the honor you are pleased to confer on this little work, is more a favor granted to the situation of the translator, than either bestowed on her merit, or that of the performance; and this favor, so little to be hoped for, is perhaps the only one that could have obliged her to give her name to the public."						Author's footnotes appear on pages 70 and 174.	['']	['Third-person']			true		Translator (text)		Female	Unknown			['Shepherdess', 'Romance', 'French', 'Permission']	['Aranville']	PU	JRH	Swarthmore College
430787	07005cam a2200721 a 4500	eng	Pigott, Harriet	1766-1839.	by the author of Excessive sensibility, and Fatal follies : in four volumes.	The labyrinths of life : a novel / by the author of Excessive sensibility, and Fatal follies : in four volumes.	The labyrinths of life. A novel. By the author of Excessive sensibility, and Fatal follies. In four volumes. Vol. I.	The labyrinths of life. Vol. I.		4			1791	1791.	London	['G.G. J. & J. Robinson', 'Robinson, John', 'Robinson, James', 'Robinson, George', 'Robinson, George']	Printed by G.G.J. and J. Robinson, Pater-Noster-Row,				Duodecimo		['Published anonymously.  Attributed to Harriet Pigott.  Cf. Halkett & Laing (2nd ed.)  Also attributed to Mrs. Thomson.  Cf. Allibone, S.A.  Critical dictionary of English literature.']		"Madam, Though the practice of dedicating books to distinguished characters has, like other things, been perverted in some instances to low purposes, yet in its origin it was neither unnatural nor unuseful [...] The author was animated with the idea that at least one good judge, whom he was ambitious to please, would read what he wrote: and, in writing, the same idea operated as a monitor, that no sentiment or expression should be suffered to escape the pen of the author, that the judgement, the taste, or the virtue of the party addressed might be ready to condemn. It is on these principles that I have presumed to address to your Grace The Labyrinths of Life, intended to shew, that amidst all the fluctuations of human affairs, however surprising, there is, sooner or latter, a reward for patient and preserving probity and honour."							['']	['Epistolary']			true	true	Author (text)	Reference to other works	Indeterminate	Unknown	['Mixed genre']	['Excessive sensibility', 'Fatal follies']	['Labyrinth', 'Life', 'Novel', 'Author', 'Volumes']		University of Pennsylvania	ANS	Swarthmore College
431313	02388cam a2200493 a 4500	eng	Carver		by the author of Elizabeth.	The horrors of Oakendale Abbey / by the author of Elizabeth.	The horrors of Oakendale abbey. By the author of Elizabeth.			1			1797	M DCC XCVII	London		Printed for William Lane at the Minerva-Press, Leadenhall-Street.				Ocatvo	Ill.	['Published anonymously.  By Mrs. Carver.  Cf. Blakey, D.  Minerva Press.']									['']	['Third-person']	['First-person', 'Epistolary']				Author (text)	Reference to other works	Indeterminate	Female		['Elizabeth']	['Horror', 'Author']	['Oakendale Abbey']		SCE	Swarthmore College
432067	07885cam a2200853   4500	eng	Lee, Harriet	1757-1851.		Canterbury tales ...	Canterbury tales for the year 1797. By Harriet Lee.	Canterbury tales. Volume the second.		5			1797	1797	London	['G.G. and J. Robinson', 'Robinson, George', 'Robinson, George', 'Robinson, John']	Printed for G. G. and J. Robinson, Paternoster-Row.				Octavo		['Vol. 1 has title: Canterbury tales for the year 1797.']					First lines read: "There are people in the world who think their lives well employed in collecting shells; there are others not less satisfied to spend theirs in classing butterflies. For my own part, I always preferred animate to inanimate nature; and would rather post to the Antipodes to mark a new character, or develop a singular incident, than become a Fellow of the Royal Society, by enriching museums with non-descripts."		true	Footnotes on p. 307 and 332 of Vol. I provide translation of dialogue and a place name written in a foreign language. Both are marked with an asterisk.	['', 'Shakespeare']	['Third-person']	['Letters', 'First-person']				Author (text)	Proper name					['Tale', 'Year', '1797', 'Volume']	['Canterbury']	PU	ANS	Swarthmore College
432071	08756cam a2200913   4500	eng	Burney, Frances	1752-1840.	By the author of Evelina, and Cecilia ...	Camilla: or, A picture of youth. By the author of Evelina, and Cecilia ...	Camilla: or, a picture of youth. By the author of Evelina and Cecilia. In five volumes. Vol. I.			5			1796	1796.	London	['Payne, T. and T. Cadell', 'Cadell and Davies', 'Thomas Payne', 'Thomas Cadell', 'Davies, William']	Printed for T. Payne, at the Mews-Gate; and T. Cadell Jun. and W. Davies (successors to Mr. Cadell) in the Strand.				Duodecimo		['Bookplate. Located on the frontispiece of all five volumes. "Cervus lacessitus leo." Inscribed by Richard Brinsley Sheridan.']		First line reads: "Madam, That goodness inspires a confidence, which, by divesting respect of terror, excites attachment to greatness, the presentation of this little work to Your Majesty must truly, however humbly, evince; and though a public manifestation of duty and regard from an obscure individual may betray a proud ambition, it is, I trust, but a venial -- I am sure it is a natural one."	Alludes to success of Evelina and Cecilia ("The author of this little work cannot [...] refuse herself the indulgence of expressing some portion of the gratitude with which she is filled, by the highly favourable reception given to her two former attempts in this species of composition [...]") before thanking "the Hon. Mrs. Boscawen, Mrs. Crewe, and Mrs. Locke", whose "kind zeal has forwarded the present undertaking [...]"				true	On p. 354 of Vol. III and p. 312 and 482 in Vol. V, footnotes attribute quoted lines of text to Dryden, Shakespeare and Young.	['']	['Third person']	['Letters']	true	true		Author (text)	Reference to other works		Female	['Fiction']	['Evelina', 'Cecilia']	['Picture', 'Youth', 'Author', 'Volume']		University of Pennsylvania	ANS	Swarthmore College
432088	06441cam a2200781 a 4500	eng	Bage, Robert	1728-1801.	by the author of Man as he is.	Hermsprong, or, Man as he is not : a novel, in three volumes / by the author of Man as he is.	Hermsprong; or, man as he is not. A novel. In three volumes. By the author of Man as he is. Vol. I.			3			1796	M.DCC.XCVI.	London	['William Lane', 'William Lane']	Printed for William Lane, at the Minerva-Press, Leadenhall-Street.	['Minerva Press']			Duodecimo		['Published also under title: Man as he is not, or, Hermsprong.']									['']	['Third-person']	['Letters', 'Dramatic dialogue']				Author (text)	Reference to other works	Indeterminate		['Fiction']	['Man as he is']	['Man', 'Novel', 'Volume', 'Author']		PU	CLRA	Swarthmore College
432159	05766cam a2200805   4500	eng	Belknap, Jeremy	1744-1798.	In a series of letters to a friend.	The foresters, an American tale: being a sequel to the history of John Bull, the clothier. In a series of letters to a friend.	The foresters, an American tale: being a sequel to the history of John Bull the clothier.  In a series of letters to a friend.  Published according to act of Congress.  The second edition, revised and considerably enlarged.			1	The second edition, revised and considerably enlarged.	Second edition	1796	Nov. 1796.	Boston		By I. Thomas and E. T. Andrews, [Proprietors of the Work.] Sold by them, J. White, D. West, and E. Larkin, in Boston; by Thomas, Son & Thomas, in Worcester; by Thomas, Andrews & Butler, in Baltimore; and by Thomas, Andrews & Penniman, in Albany.	['I. Thomas and E.T. Andrews (Firm)', 'Thomas, Isaiah', 'Andrews, Ebenezer Turrell']	['Thomas, Son & Thomas', 'Thomas & Andrews', 'Thomas, Andrews & Butler', 'Thomas, A. and O. Penniman', 'J. White', 'West, David', 'Larkin, Ebenezer', 'Thomas, Isaiah', 'Butler, Samuel', 'Penniman, Obadiah']		Octavo		['An historical allegory regarding the American Revolution. cf.Sabin 4433; Wright 290.']							true	Footnotes throughout that clarify geographical or historical information.  They are found on pages 17, 20, 26, 30, 32-4, 37-8, 43, 47, 48, 5-2, 54-8, 65-7, 75, 77, 79, 82, 91-3, 98-9, 105, 107-8, 110, 114, 117-8, 128, 138-9 (poem as footnote); 140, 142, 150, 157-61, 197, 203, 208, 211, 218, 222, and 239.	['']	['Epistolary']	['Dramatic dialogue']		true	true						['History of John Bull']	['Forester', 'Tale', 'Sequel', 'History', 'Clothier', 'Series', 'Friend', 'Act', 'Congress', 'Act of Congress', 'Edition']		University of Pennsylvania	JRH	
432528	05922cam a2200937   4500	eng	Brown, Charles Brockden	1771-1810.		Arthur Mervyn; or, Memoirs of the year 1793.	Arthur Mervyn; or, Memoirs of the Year 1793. By the author of Wieland; and Ormond, or The Secret Witness. Copy-right secured.			2			1799	1799	Philadelphia		Printed and published by H. Maxwell, No. 3, Laetitia Court ----- and sold by Messrs. T. Dobson, R. Campbell, H. and P. Rice, A. Dickins, and the principal booksellers in the neighbouring states.				Duodecimo		['23 chapters in the first volume.']	Signed, "C. B. B."						true		['']	['First-person']			true	true	Author (text)	Reference to other works				['Wieland', 'Ormond, or the secret witness', 'Huntley']	['memoir', 'year', '1793', 'author', 'copy-right', 'part']		University of Pennsylvania	MEM	University of Pennsylvania
432561	07614cam a2200769 a 4500	eng	Smith, Charlotte Turner	1749-1806.	by Charlotte Smith.	Desmond : a novel / by Charlotte Smith.	Desmond. A novel, in two volumes. By Charlotte Smith. Volume I.	Desmond. Vol. I.		2			1792	1792.	Dublin	["Grueber and M'Allister", 'P. Wogan', 'P. Byrne', 'J. Moore', "W. M'Kenzie", 'H. Colbert', 'B. Dornin', 'J. Jones', 'J. Mehain', 'G. Draper', 'G. Folingsby', 'Wogan, Patrick', 'Byrne, Patrick', 'Moore, John', "M'Kenzie, William", 'Colbert, H.', 'Grueber, Arthur', 'Dornin, Bernard', 'Jones, J.', 'Rice, John', 'W. Jones', 'J. Mehain', 'G. Draper', "M'Allister, R.", 'Folingsby, Geroge']	Printed for P. Wogan, P. Byrne, J. Moore, W. M\\\'Kenzie, H. Colbert, A. Grueber, B. Dornin, J. Jones, J. Rice, W. Jones, J. Mehain, G. Draper, R. McAllister, G. Folingsby.				Duodecimo			First lines read: "In sending into the world a work so unlike those of my former writings, which have been honored by its approbation, I feel some degree of that apprehension which an author is sensible of on a first draft of publication. This arises partly from my doubts of succeeding so well in letters as in narrative; and partly from a supposition, that there are readers, to whom the fictitious occurences, and others to whom the political remarks in these volumes may be displeasing."							Footnotes which offer a translation or definition can be found in Vol. I on p. 47, 64, 71, 79, 85, 125-126, 141, 143-144, 145, 147, 148, 152, 158, 205, 242, 244, 253, 274; and in Vol. II on p. 16, 63, 158, 162, 217, 236.	['']	['Epistolary']					Author (text)	Proper name	Female				['Novel', 'Volume']		PU	ANS	Swarthmore College
432908	06790cam a2200709   4500	eng	Godwin, William	1756-1836.	By William Godwin ...	Things as they are; or, The adventures of Caleb Williams. By William Godwin ...	Things as they are; or, the adventures of Caleb Williams. In three volumes. The second edition corrected. Vol. I.	Adventures of Caleb Williams.		3	The second edition corrected.	Second edition	1796	1796.	London	['G.G. and J. Robinson', 'Robinson, George', 'Robinson, George', 'Robinson, John']	Printed for G. G. and J. Robinson, Paternoster-Row.				Duodecimo		['Bookplate. Located on the front pastedown of every volume. Reads "Library University of Pennsylvania; Bibliotheca Universitatis Pennsylvaniensis; Rittenhouse Orrery; Henry H. Bonnell Collection."']	First lines read: "The following narrative is intended to answer a purpose more general and important than immediately appears on the face of it. The question now afloat in the world respecting things as they are, is the most interesting that can be presented to the human mind. While one party pleads for reformation and change, the other extols in the warmest terms the existing constitution of society."						true	Footnotes on p. 208 and 210 appear in volume two after the descriptions of events in the text; they confirm the validity of the circumstances described. The first reads: "An incident exactly similar to this, was witnessed by a friend of the author, a few years since, in Newgate." The second reads: "A story extremely similar to this can be found in the Newgate Calendar, Vol. I p. 282."	['']	['First-person']	['Third-person', 'Letters']		true	true	Author (text)	Proper name	Male	Male		['Caleb Williams']	['Thing', 'Adventure', 'Volume', 'Edition']		PU	ANS	Swarthmore College
